2025-07-22 at 20:04:50 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:04:50 | INFO | Поиск всех записей MeetingRoom по фильтрам: {'capacity': 4}
2025-07-22 at 20:04:50 | INFO | Найдено 1 записей.
2025-07-22 at 20:04:50 | INFO | Обновление успешно обработано.
2025-07-22 at 20:04:52 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:04:52 | INFO | Обновление успешно обработано.
2025-07-22 at 20:04:54 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:04:54 | INFO | Обновление успешно обработано.
2025-07-22 at 20:04:55 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:04:55 | INFO | Обновление успешно обработано.
2025-07-22 at 20:04:59 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:04:59 | INFO | Обновление успешно обработано.
2025-07-22 at 20:05:18 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:05:19 | INFO | Обновление успешно обработано.
2025-07-22 at 20:05:20 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:05:20 | INFO | Поиск всех записей MeetingRoom по фильтрам: {'capacity': 8}
2025-07-22 at 20:05:20 | INFO | Найдено 2 записей.
2025-07-22 at 20:05:20 | INFO | Обновление успешно обработано.
2025-07-22 at 20:05:23 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:05:23 | INFO | Обновление успешно обработано.
2025-07-22 at 20:05:24 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:05:24 | INFO | Обновление успешно обработано.
2025-07-22 at 20:05:36 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:05:36 | INFO | Запись MeetingRoom с ID 4 найдена.
2025-07-22 at 20:05:36 | INFO | Обновление успешно обработано.
2025-07-22 at 20:05:38 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:05:38 | INFO | Обновление успешно обработано.
2025-07-22 at 20:05:39 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:05:39 | INFO | Запись TimeSlot с ID 5 найдена.
2025-07-22 at 20:05:40 | INFO | Обновление успешно обработано.
2025-07-22 at 20:05:42 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:05:42 | INFO | Добавление записи Booking с параметрами: {'user_id': 312831871, 'meeting_room_id': 4, 'time_slot_id': 5, 'date': datetime.date(2025, 7, 31), 'status': 'booked'}
2025-07-22 at 20:05:42 | INFO | Запись Booking успешно добавлена.
2025-07-22 at 20:05:42 | INFO | Запланировано уведомление для пользователя 312831871 на 2025-07-22 21:05:42.944518
2025-07-22 at 20:05:42 | INFO | Запланировано уведомление для пользователя 312831871 на 2025-07-22 23:05:42.944518
2025-07-22 at 20:05:42 | INFO | Запланировано уведомление для пользователя 312831871 на 2025-07-23 20:05:42.944518
2025-07-22 at 20:05:43 | INFO | Обновление успешно обработано.
2025-07-22 at 20:05:48 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:05:48 | INFO | Поиск всех записей Booking по фильтрам: {'user_id': 312831871}
2025-07-22 at 20:05:48 | INFO | Найдено 2 записей.
2025-07-22 at 20:05:48 | INFO | Обновление успешно обработано.
2025-07-22 at 20:05:52 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:05:53 | INFO | Обновление успешно обработано.
2025-07-22 at 20:06:02 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:06:02 | INFO | Обновление успешно обработано.
2025-07-22 at 20:06:11 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:06:12 | INFO | Обновление успешно обработано.
2025-07-22 at 20:06:26 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:06:26 | INFO | Поиск всех записей Booking по фильтрам: {'user_id': 312831871}
2025-07-22 at 20:06:26 | INFO | Найдено 2 записей.
2025-07-22 at 20:06:26 | INFO | Обновление успешно обработано.
2025-07-22 at 20:06:27 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:06:28 | INFO | Обновление успешно обработано.
2025-07-22 at 20:06:33 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:06:33 | INFO | Обновление успешно обработано.
2025-07-22 at 20:08:00 | INFO | Бот остановлен...
2025-07-22 at 20:08:01 | ERROR | Бот остановлен!
2025-07-22 at 20:09:02 | INFO | Бот запущен...
2025-07-22 at 20:09:03 | INFO | Бот успешно запущен.
2025-07-22 at 20:09:03 | SUCCESS | Вебхук установлен: https://6605fb1663b6.ngrok-free.app/webhook
2025-07-22 at 20:09:06 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:09:06 | INFO | Запись User с ID 312831871 найдена.
2025-07-22 at 20:09:06 | INFO | Обновление успешно обработано.
2025-07-22 at 20:09:07 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:09:08 | INFO | Обновление успешно обработано.
2025-07-22 at 20:09:09 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:09:10 | INFO | Обновление успешно обработано.
2025-07-22 at 20:09:11 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:09:11 | INFO | Поиск всех записей Booking по фильтрам: {'user_id': 312831871}
2025-07-22 at 20:09:11 | INFO | Найдено 2 записей.
2025-07-22 at 20:09:12 | INFO | Обновление успешно обработано.
2025-07-22 at 20:09:14 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:09:15 | INFO | Обновление успешно обработано.
2025-07-22 at 20:10:23 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:10:23 | INFO | Обновление успешно обработано.
2025-07-22 at 20:10:35 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:10:35 | INFO | Обновление успешно обработано.
2025-07-22 at 20:15:38 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:15:38 | INFO | Обновление успешно обработано.
2025-07-22 at 20:16:36 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:16:36 | INFO | Обновление успешно обработано.
2025-07-22 at 20:18:58 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:18:59 | ERROR | Ошибка при обработке обновления с вебхука: Telegram server says - Bad Request: query is too old and response timeout expired or query ID is invalid
2025-07-22 at 20:18:59 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:18:59 | INFO | Обновление успешно обработано.
2025-07-22 at 20:19:21 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:19:21 | INFO | Поиск всех записей Booking по фильтрам: {'user_id': 312831871}
2025-07-22 at 20:19:21 | INFO | Найдено 2 записей.
2025-07-22 at 20:19:21 | INFO | Обновление успешно обработано.
2025-07-22 at 20:19:23 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:19:23 | INFO | Обновление успешно обработано.
2025-07-22 at 20:19:24 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:19:24 | INFO | Обновление успешно обработано.
2025-07-22 at 20:20:22 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:20:22 | INFO | Обновление успешно обработано.
2025-07-22 at 20:20:34 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:20:34 | INFO | Обновление успешно обработано.
2025-07-22 at 20:22:12 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:22:12 | INFO | Обновление успешно обработано.
2025-07-22 at 20:22:24 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:22:24 | INFO | Обновление успешно обработано.
2025-07-22 at 20:23:48 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:23:48 | INFO | Обновление успешно обработано.
2025-07-22 at 20:23:51 | INFO | Бот остановлен...
2025-07-22 at 20:23:52 | ERROR | Бот остановлен!
2025-07-22 at 20:23:55 | INFO | Бот запущен...
2025-07-22 at 20:23:56 | INFO | Бот успешно запущен.
2025-07-22 at 20:23:56 | SUCCESS | Вебхук установлен: https://6605fb1663b6.ngrok-free.app/webhook
2025-07-22 at 20:23:58 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:23:58 | INFO | Обновление успешно обработано.
2025-07-22 at 20:24:06 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:24:06 | INFO | Запись User с ID 312831871 найдена.
2025-07-22 at 20:24:06 | INFO | Обновление успешно обработано.
2025-07-22 at 20:24:08 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:24:08 | INFO | Запись User с ID 312831871 найдена.
2025-07-22 at 20:24:08 | INFO | Обновление успешно обработано.
2025-07-22 at 20:24:10 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:24:10 | INFO | Поиск всех записей Booking по фильтрам: {'user_id': 312831871}
2025-07-22 at 20:24:10 | INFO | Найдено 2 записей.
2025-07-22 at 20:24:10 | INFO | Обновление успешно обработано.
2025-07-22 at 20:24:12 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:24:12 | INFO | Обновление успешно обработано.
2025-07-22 at 20:24:14 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:24:14 | INFO | Удалено 1 записей.
2025-07-22 at 20:24:15 | INFO | Обновление успешно обработано.
2025-07-22 at 20:24:18 | INFO | Получен запрос с вебхука.
2025-07-22 at 20:24:18 | INFO | Удалено 1 записей.
2025-07-22 at 20:24:19 | INFO | Обновление успешно обработано.
2025-07-22 at 20:24:37 | INFO | Бот остановлен...
2025-07-22 at 20:24:37 | ERROR | Бот остановлен!
